flight_id,aircraft_type,aircraft_age,operational_hours,days_since_maintenance,maintenance_count,airline,origin,destination,distance,flight_duration,weather_condition,weather_severity,engine_temperature,oil_pressure,vibration_level,fuel_consumption,hydraulic_pressure,cabin_pressure,previous_delays,crew_experience,equipment_failure,flight_cancelled
FL14004,Airbus A320,16,49835,304,38,AirGlobal,DFW,SEA,1660,3.49,Clear,1,340.0,19.87,23.87,1806.37,2932.04,10.51,1,2.1,0,0
FL14005,Boeing 737,15,27122,6,18,Continental Express,ORD,SFO,1846,4.07,Clear,1,339.45,31.56,14.28,1544.9,2931.79,11.15,9,14.66,0,0
FL14006,Airbus A350,6,25615,451,33,PacificWings,DFW,SEA,1660,3.57,Foggy,4,304.33,39.36,18.38,1485.23,3103.26,10.72,2,18.32,0,0
FL14007,Airbus A320,1,46404,326,8,AirGlobal,IAH,MCO,848,1.7,Cloudy,2,336.97,17.73,19.73,969.64,2840.5,11.14,4,7.95,0,0
FL14008,Boeing 777,1,45620,356,30,PacificWings,IAH,MCO,848,1.96,Cloudy,2,323.82,29.05,22.65,765.25,2990.95,10.54,2,3.23,0,0
FL14009,Boeing 787,5,37774,205,6,SkyConnect,LAS,PHX,256,0.92,Clear,1,306.28,33.12,21.86,251.58,2956.72,11.12,9,11.45,0,0
FL14010,Airbus A350,4,27982,321,32,PacificWings,ATL,DEN,1199,1.99,Clear,1,340.0,28.01,17.34,1233.6,2851.14,11.21,0,12.74,1,0
FL14011,Boeing 777,16,17915,442,48,SkyConnect,MIA,BOS,1258,2.4,Rainy,3,328.98,29.46,24.85,1257.64,3168.35,10.52,1,2.84,0,0
FL14012,Airbus A350,5,16847,324,32,Continental Express,IAH,MCO,848,1.14,Rainy,3,321.98,38.8,19.16,1166.95,2976.18,10.73,0,19.28,0,0
FL14013,Boeing 787,9,1570,162,34,OceanAir,DCA,SAN,2279,4.55,Cloudy,2,305.1,43.8,14.21,2247.69,2976.69,11.41,1,2.75,0,0
FL14014,Boeing 777,9,48602,66,18,AirGlobal,DFW,SEA,1660,3.39,Rainy,3,320.5,27.9,16.89,1944.52,2821.07,11.45,5,11.28,1,1
FL14015,Boeing 737,19,39833,203,26,OceanAir,IAH,MCO,848,1.64,Clear,1,304.17,23.88,15.68,697.64,3012.8,11.24,1,9.46,0,0
FL14016,Airbus A350,5,26849,155,33,OceanAir,DFW,SEA,1660,3.39,Rainy,3,312.65,32.42,17.93,2378.32,2805.65,11.36,4,16.32,0,0
FL14017,Airbus A350,2,10577,8,34,AirGlobal,ATL,DEN,1199,2.31,Clear,1,275.59,32.55,11.2,1725.44,3163.4,10.52,2,3.71,0,0
FL14018,Airbus A350,8,43399,493,14,OceanAir,ORD,SFO,1846,3.5,Rainy,3,327.91,15.82,28.26,2544.02,3138.94,11.45,0,23.16,0,0
FL14019,Boeing 777,2,18773,453,37,Continental Express,ATL,DEN,1199,2.09,Stormy,5,333.97,36.49,19.3,1493.15,3059.86,10.94,2,8.03,0,1
FL14020,Airbus A350,4,38384,481,20,Continental Express,IAH,MCO,848,1.6,Clear,1,340.0,17.12,26.72,881.67,2988.93,10.99,0,13.49,0,0
FL14021,Airbus A320,3,13540,52,26,AirGlobal,MIA,BOS,1258,2.37,Stormy,5,266.9,45.59,11.01,1366.36,2839.4,10.6,7,3.33,0,0
FL14022,Boeing 777,8,25511,63,25,PacificWings,DFW,SEA,1660,3.49,Clear,1,293.46,41.01,16.05,1895.33,2876.92,11.39,8,14.41,0,0
FL14023,Airbus A350,0,2698,16,42,AirGlobal,LAS,PHX,256,0.66,Cloudy,2,275.39,54.62,12.27,222.67,3019.21,10.95,3,21.24,0,0
FL14024,Boeing 777,19,22354,308,18,OceanAir,IAH,MCO,848,1.29,Clear,1,328.81,33.19,21.19,973.04,3069.02,10.63,5,8.52,0,0
FL14025,Airbus A350,10,1630,306,19,Continental Express,IAH,MCO,848,1.77,Clear,1,313.92,45.46,12.85,1097.04,3144.27,11.14,2,13.59,1,0
FL14026,Airbus A350,3,9122,104,40,OceanAir,JFK,LAX,2475,4.66,Clear,1,318.27,35.47,13.52,3692.85,3062.25,10.62,9,8.72,0,0
FL14027,Boeing 777,19,14164,260,26,Continental Express,DFW,SEA,1660,2.77,Clear,1,323.13,28.14,15.82,2106.35,3011.12,11.27,7,11.2,0,0
FL14028,Boeing 777,20,22342,180,39,AirGlobal,MIA,BOS,1258,2.86,Clear,1,300.49,34.61,13.02,1531.83,2808.55,10.7,6,3.74,0,0
FL14029,Airbus A350,10,11035,471,32,Continental Express,DFW,SEA,1660,2.93,Foggy,4,311.32,41.64,21.91,2182.64,2933.49,11.47,3,14.04,0,0
FL14030,Boeing 787,11,24890,307,30,SkyConnect,DFW,SEA,1660,3.52,Foggy,4,340.0,30.33,18.42,2393.08,3063.37,11.08,5,24.22,1,1
FL14031,Boeing 737,3,10259,231,9,PacificWings,LAS,PHX,256,0.6,Clear,1,310.4,36.84,17.61,337.82,2880.42,11.05,0,6.46,0,0
FL14032,Airbus A320,9,14851,127,13,PacificWings,JFK,LAX,2475,5.55,Cloudy,2,334.31,41.7,13.47,3058.66,2815.74,11.21,5,15.58,1,0
FL14033,Boeing 737,24,33357,293,19,Continental Express,ORD,SFO,1846,3.39,Clear,1,322.81,30.96,19.38,2378.35,3096.05,10.86,1,8.94,0,0
FL14034,Boeing 777,14,11866,408,15,OceanAir,ORD,SFO,1846,3.65,Cloudy,2,316.41,43.19,17.1,2540.42,3075.85,11.31,0,3.97,0,0
FL14035,Boeing 737,8,21941,38,11,PacificWings,DFW,SEA,1660,2.66,Clear,1,318.04,39.29,15.49,1703.62,3008.19,11.37,5,24.74,1,1
FL14036,Boeing 777,27,21589,459,41,PacificWings,DFW,SEA,1660,3.77,Clear,1,338.28,24.72,19.08,1952.53,3147.29,11.04,6,7.7,1,1
FL14037,Airbus A320,7,5394,75,13,PacificWings,IAH,MCO,848,1.88,Clear,1,309.54,44.6,6.73,741.17,2812.05,10.59,1,7.09,0,0
FL14038,Airbus A320,10,41480,294,9,OceanAir,ATL,DEN,1199,2.86,Cloudy,2,331.77,28.64,18.5,1661.71,2939.18,11.25,0,5.52,0,0
FL14039,Boeing 777,19,11038,414,30,OceanAir,IAH,MCO,848,0.72,Clear,1,316.0,24.83,19.17,1154.46,3183.33,11.31,7,3.98,0,1
FL14040,Airbus A320,8,36838,424,13,PacificWings,DFW,SEA,1660,3.32,Cloudy,2,340.0,21.49,19.19,2121.8,3040.66,10.87,4,9.81,0,0
FL14041,Boeing 737,1,40107,231,35,AirGlobal,JFK,LAX,2475,4.88,Clear,1,340.0,28.68,23.71,2908.67,3195.29,10.68,7,22.25,0,0
FL14042,Boeing 787,1,47857,338,21,AirGlobal,IAH,MCO,848,1.82,Clear,1,336.56,30.28,22.26,854.14,3078.76,11.22,2,24.19,0,0
FL14043,Airbus A350,1,6188,294,35,AirGlobal,ATL,DEN,1199,2.41,Clear,1,293.94,35.46,17.95,1459.46,3076.75,10.52,3,13.91,0,0
FL14044,Boeing 777,25,13669,435,42,OceanAir,JFK,LAX,2475,5.08,Rainy,3,335.62,28.73,20.89,3677.61,3156.21,10.86,5,3.52,0,1
FL14045,Airbus A320,3,9112,77,16,SkyConnect,JFK,LAX,2475,5.35,Rainy,3,287.37,44.02,14.95,3563.43,3037.03,10.93,4,22.74,0,0
FL14046,Boeing 777,4,8652,492,43,AirGlobal,IAH,MCO,848,1.94,Rainy,3,334.05,37.78,19.69,770.83,2812.05,11.15,5,13.02,0,1
FL14047,Airbus A350,9,43590,284,34,SkyConnect,MIA,BOS,1258,3.38,Cloudy,2,340.0,29.93,24.78,1550.95,3168.99,10.69,2,24.6,0,0
FL14048,Boeing 737,16,26596,429,17,AirGlobal,ORD,SFO,1846,4.29,Stormy,5,338.35,27.7,19.3,2220.5,2813.26,10.66,6,13.94,1,1
FL14049,Boeing 787,2,11420,211,34,Continental Express,JFK,LAX,2475,4.81,Cloudy,2,279.6,41.64,12.02,2339.52,2897.01,11.49,2,15.6,0,0
FL14050,Boeing 737,3,9208,65,23,PacificWings,ATL,DEN,1199,2.79,Rainy,3,281.32,45.48,9.02,1727.37,3145.23,10.72,0,20.65,0,0
FL14051,Boeing 737,13,37312,32,43,PacificWings,IAH,MCO,848,1.89,Clear,1,329.68,32.94,15.55,1064.92,3108.42,11.32,1,10.67,0,0
FL14052,Airbus A320,4,33743,365,20,PacificWings,MIA,BOS,1258,2.62,Cloudy,2,337.95,29.45,21.45,1633.15,3052.1,11.29,0,13.16,0,0
FL14053,Boeing 777,8,17767,355,35,Continental Express,JFK,LAX,2475,5.33,Clear,1,312.52,33.15,16.77,2008.91,3068.41,10.63,6,6.72,1,1
FL14054,Boeing 777,21,37135,237,26,OceanAir,DCA,SAN,2279,4.5,Rainy,3,307.16,39.01,20.29,3123.96,2921.73,11.45,8,7.86,0,0
FL14055,Airbus A320,20,18121,485,5,AirGlobal,MIA,BOS,1258,2.58,Clear,1,340.0,22.28,22.8,1783.95,2908.49,11.33,1,14.01,0,0
FL14056,Boeing 787,8,39835,66,16,Continental Express,IAH,MCO,848,1.65,Clear,1,270.52,32.76,15.05,1138.06,3181.21,10.58,2,2.72,0,0
FL14057,Boeing 777,0,40620,192,33,Continental Express,ORD,SFO,1846,3.48,Rainy,3,321.43,38.88,21.94,2459.23,2835.11,10.67,3,22.46,0,0
FL14058,Airbus A320,15,39924,158,36,Continental Express,MIA,BOS,1258,2.15,Rainy,3,332.69,28.63,19.46,1783.0,3073.78,11.2,7,24.05,0,0
FL14059,Airbus A350,8,7962,138,34,OceanAir,DFW,SEA,1660,3.0,Clear,1,302.16,39.88,12.13,1700.53,2949.47,10.56,1,21.71,0,0
FL14060,Airbus A350,7,16715,486,20,AirGlobal,DCA,SAN,2279,4.04,Clear,1,327.41,33.67,17.18,3301.78,2902.49,11.17,1,22.77,0,0
FL14061,Airbus A350,2,43993,318,9,OceanAir,ORD,SFO,1846,3.91,Cloudy,2,337.56,15.0,20.8,2283.39,2992.15,11.21,7,15.53,0,0
FL14062,Airbus A350,10,8477,387,37,SkyConnect,JFK,LAX,2475,5.08,Clear,1,323.46,33.12,19.03,3649.52,3087.71,10.91,6,5.55,1,1
FL14063,Airbus A350,1,45703,366,42,SkyConnect,DCA,SAN,2279,4.64,Cloudy,2,340.0,33.34,20.37,3343.65,2840.46,11.4,3,9.67,0,1
FL14064,Boeing 777,30,45092,420,12,Continental Express,ORD,SFO,1846,3.72,Cloudy,2,340.0,17.66,26.19,2122.71,3040.38,10.72,0,5.19,1,1
FL14065,Boeing 777,10,38847,427,33,OceanAir,ATL,DEN,1199,2.27,Clear,1,340.0,26.51,26.68,998.19,2813.66,10.67,4,15.37,1,1
FL14066,Boeing 737,13,18951,137,27,AirGlobal,ATL,DEN,1199,1.97,Clear,1,292.02,29.61,15.2,1674.24,3036.7,10.56,9,15.25,0,0
FL14067,Airbus A320,19,19057,282,47,Continental Express,DFW,SEA,1660,3.14,Clear,1,309.07,30.72,21.1,1890.97,3054.3,10.81,9,14.79,0,0
FL14068,Boeing 737,2,42244,191,29,SkyConnect,IAH,MCO,848,1.44,Foggy,4,340.0,32.2,24.02,1219.9,3188.02,11.32,6,3.4,0,0
FL14069,Boeing 787,3,41307,215,39,Continental Express,DFW,SEA,1660,2.88,Cloudy,2,309.11,16.99,19.21,1570.22,3118.59,10.93,6,14.73,0,0
FL14070,Boeing 737,9,44140,352,22,Continental Express,MIA,BOS,1258,2.06,Rainy,3,340.0,20.82,23.22,1129.58,2878.07,11.13,3,22.7,0,0
FL14071,Airbus A350,9,34124,86,15,OceanAir,LAS,PHX,256,0.91,Cloudy,2,307.56,32.67,18.06,312.03,3025.83,10.9,6,12.63,0,1
FL14072,Airbus A320,1,15577,164,21,AirGlobal,LAS,PHX,256,0.89,Clear,1,283.32,29.62,12.58,313.75,2955.74,11.45,8,9.48,0,0
FL14073,Boeing 787,11,44647,351,13,PacificWings,IAH,MCO,848,1.97,Clear,1,337.39,25.5,21.33,894.76,2871.09,11.2,9,15.01,0,0
FL14074,Boeing 737,17,40344,165,24,OceanAir,DFW,SEA,1660,2.99,Cloudy,2,326.66,34.29,21.27,1675.91,2905.72,11.25,2,13.72,0,0
FL14075,Boeing 787,8,28148,419,36,Continental Express,DCA,SAN,2279,4.34,Cloudy,2,339.2,24.38,21.45,3055.85,2964.04,11.11,5,14.42,1,0
FL14076,Boeing 777,4,16212,87,16,SkyConnect,LAS,PHX,256,0.1,Clear,1,297.14,45.01,16.89,365.85,2894.61,10.93,7,4.63,0,0
FL14077,Airbus A350,7,26948,226,38,Continental Express,ORD,SFO,1846,4.09,Clear,1,329.99,30.29,15.8,2094.41,2924.43,10.71,9,20.21,0,0
FL14078,Boeing 737,6,22019,479,26,Continental Express,ORD,SFO,1846,4.05,Clear,1,335.39,18.97,19.74,1526.0,2829.09,10.52,6,16.22,0,0
FL14079,Airbus A350,4,36739,386,43,SkyConnect,JFK,LAX,2475,4.5,Cloudy,2,328.09,26.31,25.83,2679.11,2909.22,10.59,7,15.6,1,1
FL14080,Airbus A320,5,24520,375,15,PacificWings,ORD,SFO,1846,3.64,Cloudy,2,340.0,30.14,20.66,1884.83,2827.2,11.46,8,17.95,0,0
FL14081,Airbus A320,20,16932,459,46,SkyConnect,DCA,SAN,2279,5.04,Cloudy,2,340.0,25.81,21.75,1940.71,2859.21,11.29,6,7.18,0,0
FL14082,Boeing 737,11,15411,212,15,AirGlobal,IAH,MCO,848,1.82,Clear,1,291.14,28.27,18.15,1004.48,3042.4,10.65,4,23.54,0,0
FL14083,Airbus A350,6,2114,106,27,SkyConnect,DCA,SAN,2279,4.78,Clear,1,298.48,47.47,10.77,3049.96,3009.05,10.9,9,15.01,0,0
FL14084,Airbus A320,6,28695,149,42,PacificWings,IAH,MCO,848,1.96,Cloudy,2,309.93,43.55,11.64,937.28,2878.72,10.95,1,8.13,0,0
FL14085,Airbus A350,5,25048,215,39,AirGlobal,MIA,BOS,1258,2.93,Stormy,5,314.23,20.57,18.65,1847.16,3185.14,10.69,8,14.74,0,0
FL14086,Boeing 737,11,13235,139,12,Continental Express,MIA,BOS,1258,2.34,Clear,1,312.29,43.6,15.5,1335.61,3019.46,10.78,3,21.12,1,0
FL14087,Boeing 777,2,24357,11,13,PacificWings,LAS,PHX,256,1.01,Clear,1,309.0,21.55,7.66,355.38,2851.75,11.21,1,2.74,0,0
FL14088,Boeing 787,11,20539,19,27,OceanAir,ATL,DEN,1199,2.37,Cloudy,2,310.84,42.25,13.39,1431.7,3100.98,10.51,5,13.35,0,0
FL14089,Airbus A320,3,47990,13,13,OceanAir,DFW,SEA,1660,3.51,Clear,1,321.08,32.54,18.18,2256.95,2847.29,10.79,8,8.62,0,0
FL14090,Boeing 787,2,28970,376,7,OceanAir,MIA,BOS,1258,2.92,Rainy,3,328.1,23.8,21.14,1364.08,3053.79,10.56,7,14.09,0,0
FL14091,Airbus A350,0,25086,12,48,Continental Express,DFW,SEA,1660,3.5,Stormy,5,286.41,38.84,14.65,1995.23,2836.34,10.52,9,3.66,0,0
FL14092,Boeing 777,0,16656,191,29,SkyConnect,ATL,DEN,1199,1.8,Clear,1,292.11,37.47,21.89,1355.62,2840.3,11.17,5,6.51,0,0
FL14093,Boeing 787,8,1244,266,36,Continental Express,JFK,LAX,2475,4.82,Clear,1,301.78,43.32,11.47,3034.12,3089.88,11.38,2,13.63,1,0
FL14094,Boeing 777,5,16119,380,9,Continental Express,ATL,DEN,1199,2.31,Foggy,4,340.0,31.23,16.71,1198.8,3090.55,10.61,2,21.51,0,0
FL14095,Airbus A320,18,23709,478,22,Continental Express,ORD,SFO,1846,3.84,Clear,1,340.0,32.78,22.63,2461.59,3058.32,10.52,6,23.19,0,0
FL14096,Boeing 737,14,11798,162,20,OceanAir,DFW,SEA,1660,3.15,Rainy,3,303.14,40.4,17.96,2369.55,3019.79,10.98,1,15.27,0,0
FL14097,Airbus A320,8,11514,134,12,AirGlobal,DCA,SAN,2279,4.56,Cloudy,2,303.5,44.43,12.21,2869.85,3120.38,11.0,9,23.14,0,0
FL14098,Boeing 777,21,39234,52,29,AirGlobal,JFK,LAX,2475,4.98,Clear,1,308.35,41.27,22.41,3551.49,3152.91,11.22,3,24.62,0,0
FL14099,Boeing 787,0,7740,30,37,Continental Express,ATL,DEN,1199,2.05,Clear,1,288.14,41.76,11.6,1765.96,2868.27,10.92,3,18.79,1,0
FL14100,Boeing 737,20,45678,102,38,OceanAir,DFW,SEA,1660,3.77,Clear,1,303.16,27.15,21.28,1999.21,3120.64,10.87,5,21.98,0,0
FL14101,Boeing 777,14,33074,265,22,AirGlobal,DFW,SEA,1660,3.59,Rainy,3,325.18,26.04,18.72,2367.34,2958.76,10.88,4,12.38,0,0
FL14102,Boeing 777,21,45891,206,17,OceanAir,IAH,MCO,848,1.85,Clear,1,322.52,15.0,23.27,751.34,3074.25,11.19,2,24.46,0,0
FL14103,Boeing 787,8,7315,329,20,OceanAir,LAS,PHX,256,0.56,Cloudy,2,311.38,41.7,20.04,260.66,2940.63,11.45,1,16.2,0,0
FL14104,Boeing 787,8,8937,170,8,Continental Express,MIA,BOS,1258,2.42,Clear,1,324.12,47.33,13.14,1331.57,2859.64,10.82,4,14.5,0,0
FL14105,Boeing 787,8,8353,485,38,PacificWings,DFW,SEA,1660,3.8,Cloudy,2,317.5,31.7,20.88,1492.14,2906.73,10.63,2,5.65,0,0
FL14106,Boeing 737,9,27010,403,44,PacificWings,ATL,DEN,1199,1.89,Cloudy,2,340.0,30.42,21.04,1184.35,3028.17,10.88,2,3.28,0,0
FL14107,Boeing 737,10,6805,375,26,SkyConnect,MIA,BOS,1258,1.84,Clear,1,305.18,30.51,17.32,1219.79,3113.94,11.34,7,6.25,1,1
FL14108,Airbus A320,18,4620,292,33,OceanAir,ORD,SFO,1846,3.44,Clear,1,293.46,33.0,21.49,2750.01,3178.94,11.48,1,3.02,0,0
FL14109,Airbus A320,11,28215,311,16,PacificWings,IAH,MCO,848,1.47,Cloudy,2,316.43,34.12,20.76,1165.98,3195.62,11.47,7,13.58,0,0
FL14110,Boeing 777,28,2585,305,30,PacificWings,MIA,BOS,1258,2.29,Clear,1,288.41,38.61,13.82,1221.66,3177.02,10.92,8,22.23,0,0
FL14111,Boeing 787,4,10380,231,32,Continental Express,DFW,SEA,1660,3.05,Cloudy,2,314.31,28.65,8.96,1808.29,2870.11,10.89,7,7.28,0,0
FL14112,Airbus A320,3,33914,264,35,AirGlobal,DFW,SEA,1660,3.39,Rainy,3,321.16,28.38,17.89,2183.34,3147.99,10.57,8,11.67,0,1
FL14113,Airbus A320,8,21925,107,13,AirGlobal,ATL,DEN,1199,2.07,Clear,1,313.62,36.32,13.4,1763.66,3032.97,11.06,2,22.44,0,0
FL14114,Airbus A320,4,19583,334,9,SkyConnect,DCA,SAN,2279,4.23,Rainy,3,309.33,39.4,10.97,2264.0,3185.14,11.11,7,4.5,0,0
FL14115,Boeing 737,19,22887,253,6,OceanAir,ORD,SFO,1846,3.8,Clear,1,322.27,31.86,19.71,2310.06,2833.03,11.11,1,5.5,0,0
FL14116,Boeing 737,15,7831,89,36,SkyConnect,DCA,SAN,2279,4.68,Clear,1,316.86,38.87,14.41,2335.15,3150.21,11.13,3,2.11,0,0
FL14117,Airbus A350,8,40886,91,27,Continental Express,LAS,PHX,256,0.65,Cloudy,2,327.08,33.49,16.92,356.18,2842.01,11.4,5,13.8,0,0
FL14118,Boeing 777,9,39661,220,5,PacificWings,ORD,SFO,1846,3.61,Cloudy,2,321.19,26.55,24.98,2643.32,2857.78,10.79,1,14.34,0,0
FL14119,Airbus A320,12,46341,264,46,PacificWings,IAH,MCO,848,1.55,Clear,1,340.0,28.24,18.88,680.89,2979.72,11.43,4,20.49,1,0
FL14120,Airbus A350,6,34538,415,11,Continental Express,DCA,SAN,2279,4.32,Clear,1,332.89,34.55,28.91,2015.61,2803.34,10.59,3,13.45,0,0
FL14121,Boeing 777,20,25106,468,9,OceanAir,LAS,PHX,256,0.65,Rainy,3,336.89,29.75,26.29,354.46,3152.69,10.63,2,20.53,1,0
FL14122,Boeing 787,10,49183,285,30,AirGlobal,DFW,SEA,1660,3.25,Cloudy,2,340.0,30.15,21.9,1820.86,2943.69,10.67,3,19.78,1,1
FL14123,Airbus A320,5,42435,169,15,OceanAir,ATL,DEN,1199,2.02,Cloudy,2,300.64,29.44,13.94,1474.38,2987.11,11.31,4,8.93,0,0
FL14124,Airbus A350,10,36514,184,12,PacificWings,DCA,SAN,2279,4.34,Clear,1,329.84,32.5,21.23,2447.21,3021.87,10.8,3,5.45,1,1
FL14125,Airbus A350,6,20040,409,14,OceanAir,ORD,SFO,1846,4.08,Clear,1,306.95,33.22,16.77,2743.42,3124.28,10.91,9,6.2,0,0
FL14126,Boeing 787,11,3430,279,32,Continental Express,LAS,PHX,256,1.32,Clear,1,338.25,34.01,17.96,207.26,2998.91,11.43,2,17.34,0,0
FL14127,Airbus A320,5,43295,305,49,AirGlobal,LAS,PHX,256,0.14,Clear,1,309.35,23.2,18.21,208.03,3081.34,11.18,7,9.43,0,0
FL14128,Airbus A350,1,39043,432,20,OceanAir,IAH,MCO,848,1.76,Stormy,5,334.63,24.96,24.75,853.97,2855.24,11.32,7,6.04,0,0
FL14129,Airbus A320,1,24112,390,23,PacificWings,DFW,SEA,1660,2.84,Clear,1,322.36,31.03,23.25,1750.58,2978.67,11.36,5,16.36,0,0
FL14130,Airbus A350,8,19357,95,19,OceanAir,ATL,DEN,1199,2.3,Clear,1,307.97,45.23,12.85,1386.72,3160.72,10.55,0,7.04,0,0
FL14131,Boeing 737,14,32325,434,48,SkyConnect,DCA,SAN,2279,4.33,Stormy,5,329.47,28.76,18.79,2892.73,2967.07,11.07,4,13.54,0,0
FL14132,Boeing 777,5,6129,292,8,PacificWings,DFW,SEA,1660,4.34,Rainy,3,311.04,35.28,16.0,1513.96,2815.81,11.27,7,6.75,0,0
FL14133,Boeing 737,2,14435,126,5,PacificWings,MIA,BOS,1258,2.38,Rainy,3,299.03,37.92,17.7,1574.28,2991.06,10.8,9,11.49,0,0
FL14134,Boeing 777,4,20415,237,17,AirGlobal,LAS,PHX,256,0.42,Clear,1,316.87,32.08,12.64,232.75,2905.06,10.68,2,15.33,0,0
FL14135,Boeing 777,12,30822,246,9,PacificWings,JFK,LAX,2475,4.67,Clear,1,327.9,38.06,18.14,3181.97,2948.32,10.97,2,6.44,0,0
FL14136,Boeing 787,1,35990,2,9,OceanAir,JFK,LAX,2475,4.53,Cloudy,2,312.52,37.01,20.45,2812.75,2984.95,11.26,7,21.88,0,0
FL14137,Boeing 777,15,31775,267,13,Continental Express,IAH,MCO,848,1.81,Stormy,5,321.7,33.05,24.49,818.53,3146.46,11.08,8,10.21,0,1
FL14138,Boeing 737,9,3427,480,47,OceanAir,MIA,BOS,1258,2.88,Clear,1,272.36,28.61,21.57,1810.59,3135.99,10.56,4,9.64,0,0
FL14139,Boeing 737,0,5455,424,31,PacificWings,JFK,LAX,2475,5.08,Cloudy,2,306.71,29.31,19.67,2665.07,3120.83,11.41,7,20.25,1,1
FL14140,Airbus A350,7,4019,372,45,PacificWings,DCA,SAN,2279,4.55,Stormy,5,314.34,29.99,16.36,2370.91,2967.29,10.68,4,23.98,0,0
FL14141,Airbus A350,4,21486,389,21,SkyConnect,DCA,SAN,2279,4.72,Cloudy,2,323.33,30.07,22.7,2889.48,2954.46,11.42,8,4.67,0,0
FL14142,Boeing 787,7,48468,241,8,AirGlobal,JFK,LAX,2475,5.18,Rainy,3,305.56,18.02,17.78,3553.69,2979.87,10.95,7,10.35,0,0
FL14143,Boeing 777,15,12826,190,19,AirGlobal,ATL,DEN,1199,2.37,Foggy,4,313.51,41.64,17.5,1238.69,2889.77,11.08,2,9.52,0,1
FL14144,Airbus A320,16,3601,432,24,SkyConnect,ORD,SFO,1846,3.33,Foggy,4,332.06,33.24,13.29,1915.57,2872.31,10.64,9,19.71,1,0
FL14145,Airbus A350,8,42975,325,35,AirGlobal,JFK,LAX,2475,4.43,Cloudy,2,340.0,28.36,16.71,2217.23,3070.03,10.69,1,22.28,1,0
FL14146,Airbus A350,10,19012,3,27,AirGlobal,LAS,PHX,256,0.46,Cloudy,2,277.88,39.06,15.23,372.09,3191.28,11.44,6,20.54,0,0
FL14147,Boeing 737,19,47849,14,22,PacificWings,MIA,BOS,1258,2.8,Clear,1,326.6,34.52,22.36,1382.19,3115.62,10.61,4,3.07,1,0
FL14148,Airbus A320,3,37739,145,46,PacificWings,JFK,LAX,2475,5.34,Clear,1,340.0,32.6,24.27,2640.81,2826.41,10.79,7,6.0,0,0
FL14149,Boeing 777,7,20136,374,6,OceanAir,ATL,DEN,1199,2.39,Clear,1,334.84,27.93,22.29,977.84,2932.62,11.22,8,5.59,0,1
FL14150,Boeing 787,0,44123,88,14,OceanAir,JFK,LAX,2475,5.1,Clear,1,286.92,34.13,23.55,3256.55,2936.78,10.97,3,10.62,0,0
FL14151,Airbus A350,10,19963,218,11,Continental Express,JFK,LAX,2475,4.77,Cloudy,2,314.63,37.52,14.41,2732.5,2821.37,10.78,0,2.82,1,0
FL14152,Boeing 737,4,46838,415,30,SkyConnect,ATL,DEN,1199,2.42,Clear,1,333.97,20.21,24.5,1381.53,2818.03,11.41,0,2.1,1,1
FL14153,Boeing 777,9,47438,144,10,AirGlobal,ATL,DEN,1199,2.28,Clear,1,304.45,26.56,25.5,1792.01,2908.88,10.84,8,6.29,0,0
FL14154,Airbus A350,6,29837,389,6,AirGlobal,MIA,BOS,1258,2.61,Clear,1,326.34,31.27,18.94,1761.07,3184.18,10.92,4,10.38,0,0
FL14155,Boeing 787,9,29022,50,35,SkyConnect,IAH,MCO,848,1.59,Foggy,4,321.33,38.34,15.92,1158.97,3175.98,10.78,3,15.76,0,0
FL14156,Airbus A320,0,36078,123,30,AirGlobal,MIA,BOS,1258,2.41,Cloudy,2,306.78,36.99,16.28,1051.31,2819.97,11.05,9,13.18,0,0
FL14157,Boeing 777,6,25732,323,20,PacificWings,LAS,PHX,256,0.37,Clear,1,309.72,36.58,25.11,340.83,2931.53,10.75,6,24.09,0,1
FL14158,Boeing 737,19,9412,79,27,OceanAir,DCA,SAN,2279,4.33,Cloudy,2,301.18,37.5,9.98,2821.15,2946.02,10.88,3,21.33,0,0
FL14159,Boeing 787,9,2104,74,28,AirGlobal,DCA,SAN,2279,4.86,Rainy,3,298.21,38.64,10.01,2790.07,2974.42,11.37,0,6.64,0,0
FL14160,Boeing 737,9,22875,311,35,AirGlobal,ORD,SFO,1846,4.17,Clear,1,314.7,23.03,13.38,2767.48,2956.41,10.58,4,18.06,0,0
FL14161,Airbus A320,7,5067,224,43,AirGlobal,ATL,DEN,1199,2.26,Cloudy,2,323.54,42.8,17.57,1678.58,3139.36,11.16,8,2.48,0,1
FL14162,Boeing 777,3,5207,364,24,PacificWings,JFK,LAX,2475,4.63,Clear,1,322.62,33.67,11.81,2233.43,2842.65,11.26,0,9.56,1,0
FL14163,Airbus A320,0,8341,290,30,AirGlobal,DFW,SEA,1660,3.73,Cloudy,2,291.96,32.71,16.22,1475.39,2815.71,11.22,9,24.1,0,0
FL14164,Boeing 777,14,43840,247,10,Continental Express,ORD,SFO,1846,3.4,Cloudy,2,323.02,25.6,20.14,2475.61,3059.73,11.15,1,4.47,0,0
FL14165,Airbus A320,0,6167,92,45,OceanAir,DFW,SEA,1660,3.54,Cloudy,2,283.39,45.24,13.12,1634.91,3031.07,10.53,2,12.3,0,0
FL14166,Airbus A320,10,37574,143,38,OceanAir,JFK,LAX,2475,4.89,Clear,1,330.64,26.71,13.25,2929.61,3034.72,10.95,9,15.33,1,0
